id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0006e0fe,face,239,905,302,986,0006e0ff,男A,30
0006e100,body,291,505,362,630,0006dd1f,極楽院 和泉子,30
0006e101,face,336,957,393,1020,0006dd1f,極楽院 和泉子,30
0006e102,frame,79,853,546,1080,,,30
0006e103,body,177,665,289,839,0006e0ff,男A,30
0006e104,body,293,694,395,842,0006dd1f,極楽院 和泉子,30
0006e105,body,272,891,486,1081,0006dd1f,極楽院 和泉子,30
0006e106,frame,76,438,508,631,,,30
0006e107,body,109,854,327,1082,0006e0ff,男A,30
0006e108,frame,500,438,756,1083,,,30
0006e109,frame,74,81,754,423,,,30
0006e10a,frame,903,81,1575,1079,,,30
0006e10b,frame,79,644,527,840,,,30
