id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0006df54,frame,887,76,1553,1066,,,16
0006df55,face,1043,383,1117,457,0006dcd3,吉永 秋美,16
0006df56,face,642,350,721,422,0006dd41,Other,16
0006df57,face,489,485,690,627,0006dd41,Other,16
0006df58,frame,78,440,745,631,,,16
0006df59,body,291,76,485,255,0006dd41,Other,16
0006df5a,body,587,138,744,265,0006dd41,Other,16
0006df5b,frame,78,278,744,427,,,16
0006df5c,frame,78,76,746,266,,,16
0006df5d,body,140,440,430,626,0006dd41,Other,16
0006df5e,face,679,762,743,878,0006dd41,Other,16
0006df5f,face,177,442,273,523,0006dd41,Other,16
0006df60,body,368,440,746,630,0006dd41,Other,16
0006df61,body,929,292,1210,1113,0006dcd3,吉永 秋美,16
0006df62,frame,78,647,745,898,,,16
0006df63,body,623,280,744,424,0006dd41,Other,16
0006df64,body,81,661,190,896,0006dd41,Other,16
0006df65,face,1364,250,1440,314,0006dd1f,極楽院 和泉子,16
0006df66,body,1181,147,1511,874,0006dd1f,極楽院 和泉子,16
0006df67,face,110,703,169,758,0006dd41,Other,16
0006df68,face,583,179,628,251,0006dd41,Other,16
0006df69,body,576,649,743,897,0006dd41,Other,16
0006df6a,face,378,77,435,137,0006dd41,Other,16
