id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
00060e8c,frame,897,648,1286,1169,,,27
00060e8d,frame,0,591,770,1169,,,27
00060e8e,body,0,704,577,1158,00060be5,アパゴ,27
00060e8f,body,335,689,766,1158,00060b96,ヴァルナス,27
00060e90,body,1113,249,1646,621,00060b96,ヴァルナス,27
00060e91,face,1362,318,1450,420,00060b96,ヴァルナス,27
00060e92,body,901,14,1599,617,00060be5,アパゴ,27
00060e93,body,15,75,421,436,00060b96,ヴァルナス,27
00060e94,frame,384,1,773,466,,,27
00060e95,body,91,474,707,640,00060be5,アパゴ,27
00060e96,face,151,467,684,639,00060be5,アパゴ,27
00060e97,body,412,98,769,453,00060b96,ヴァルナス,27
00060e98,body,1302,689,1652,1163,00060b96,ヴァルナス,27
00060e99,face,214,723,287,808,00060be5,アパゴ,27
00060e9a,face,1451,848,1619,1006,00060b96,ヴァルナス,27
00060e9b,frame,94,462,769,645,,,27
00060e9c,face,975,77,1094,203,00060be5,アパゴ,27
00060e9d,frame,3,2,428,459,,,27
00060e9e,frame,1292,645,1653,1167,,,27
00060e9f,frame,895,3,1642,629,,,27
