id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0002da51,body,83,88,306,1096,0002d6a0,ワシガヤくん,26
0002da52,body,318,137,464,607,0002d6a0,ワシガヤくん,26
0002da53,face,371,180,419,221,0002d6a0,ワシガヤくん,26
0002da54,frame,316,82,466,1101,,,26
0002da55,frame,79,85,306,1096,,,26
0002da56,frame,479,83,757,1104,,,26
0002da57,face,84,764,300,1072,0002d67f,朝倉ツバメ,26
0002da58,body,84,630,303,1099,0002d67f,朝倉ツバメ,26
0002da59,face,83,182,302,522,0002d6a0,ワシガヤくん,26
0002da5a,body,336,648,459,1000,0002d67f,朝倉ツバメ,26
