id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0002de1d,body,632,22,721,180,0002d68d,玉瀬千鶴,51
0002de1e,face,251,649,324,711,0002d68d,玉瀬千鶴,51
0002de1f,body,500,873,610,1159,0002d67f,朝倉ツバメ,51
0002de20,face,999,769,1097,847,0002d68b,横井ひよこ,51
0002de21,frame,0,576,723,1166,,,51
0002de22,frame,896,860,1653,1169,,,51
0002de23,body,466,99,526,240,0002d68b,横井ひよこ,51
0002de24,body,1259,1093,1287,1138,0002d68b,横井ひよこ,51
0002de25,frame,895,368,1576,576,,,51
0002de26,body,1115,564,1362,850,0002d68d,玉瀬千鶴,51
0002de27,frame,90,0,403,239,,,51
0002de28,face,661,54,704,101,0002d68d,玉瀬千鶴,51
0002de29,body,217,587,402,1134,0002d68d,玉瀬千鶴,51
0002de2a,body,1218,1090,1250,1142,0002d68d,玉瀬千鶴,51
0002de2b,frame,896,0,1653,339,,,51
0002de2c,body,1288,350,1645,844,0002d67f,朝倉ツバメ,51
0002de2d,frame,0,496,773,967,,,51
0002de2e,frame,91,268,772,468,,,51
0002de2f,body,970,691,1125,853,0002d68b,横井ひよこ,51
0002de30,face,90,813,146,865,0002d68b,横井ひよこ,51
0002de31,body,217,4,399,236,0002d67f,朝倉ツバメ,51
0002de32,face,1428,637,1557,761,0002d67f,朝倉ツバメ,51
0002de33,face,1163,672,1283,772,0002d68d,玉瀬千鶴,51
0002de34,body,1153,1080,1217,1147,0002d67f,朝倉ツバメ,51
0002de35,frame,896,349,1653,854,,,51
0002de36,body,72,771,210,1069,0002d68b,横井ひよこ,51
0002de37,face,478,121,515,160,0002d68b,横井ひよこ,51
0002de38,frame,410,0,771,240,,,51
