id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0002d9ad,frame,80,0,212,554,,,19
0002d9ae,body,467,45,703,304,0002d67f,朝倉ツバメ,19
0002d9af,frame,894,0,1647,1169,,,19
0002d9b0,frame,421,0,763,555,,,19
0002d9b1,frame,224,0,414,556,,,19
0002d9b2,face,276,211,349,251,0002d67f,朝倉ツバメ,19
0002d9b3,face,554,661,625,723,0002d67f,朝倉ツバメ,19
0002d9b4,face,80,786,331,1019,0002d67f,朝倉ツバメ,19
0002d9b5,body,225,18,414,489,0002d67f,朝倉ツバメ,19
0002d9b6,frame,0,802,765,1166,,,19
0002d9b7,body,1278,100,1539,414,0002d67f,朝倉ツバメ,19
0002d9b8,body,0,602,514,1161,0002d67f,朝倉ツバメ,19
0002d9b9,frame,168,586,763,772,,,19
0002d9ba,body,482,590,724,769,0002d67f,朝倉ツバメ,19
