id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0002d87d,face,1053,959,1105,992,0002d67f,朝倉ツバメ,11
0002d87e,body,982,884,1155,1082,0002d67f,朝倉ツバメ,11
0002d87f,body,1344,399,1578,557,0002d67f,朝倉ツバメ,11
0002d880,face,452,914,645,1051,0002d67f,朝倉ツバメ,11
0002d881,body,229,681,423,818,0002d6a0,ワシガヤくん,11
0002d882,body,923,744,1277,871,0002d67f,朝倉ツバメ,11
0002d883,body,1418,599,1487,727,0002d67f,朝倉ツバメ,11
0002d884,frame,893,595,1308,709,,,11
0002d885,frame,892,741,1308,900,,,11
0002d886,body,207,182,289,317,0002d67f,朝倉ツバメ,11
0002d887,frame,1319,592,1576,1101,,,11
0002d888,frame,4,682,822,1168,,,11
0002d889,face,343,710,390,765,0002d6a0,ワシガヤくん,11
0002d88a,frame,893,77,1574,371,,,11
0002d88b,face,1045,746,1215,867,0002d67f,朝倉ツバメ,11
0002d88c,body,892,401,1231,563,0002d67f,朝倉ツバメ,11
0002d88d,body,1249,184,1335,366,0002d6a0,ワシガヤくん,11
0002d88e,frame,893,886,1309,1102,,,11
0002d88f,body,1180,104,1238,221,0002d67f,朝倉ツバメ,11
0002d890,frame,84,88,767,638,,,11
0002d891,frame,893,400,1254,564,,,11
0002d892,face,1387,427,1515,533,0002d67f,朝倉ツバメ,11
0002d893,frame,1263,400,1578,562,,,11
0002d894,frame,83,671,768,823,,,11
0002d895,body,362,683,821,1168,0002d67f,朝倉ツバメ,11
0002d896,face,1429,619,1454,650,0002d67f,朝倉ツバメ,11
