id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
000086a4,face,951,97,1138,251,000083ac,トオル,88
000086a5,body,1205,866,1406,1166,000083ac,トオル,88
000086a6,frame,677,316,1620,757,,,88
000086a7,face,1115,406,1233,468,000083ac,トオル,88
000086a8,body,1417,962,1610,1169,000083ac,トオル,88
000086a9,face,607,902,949,1123,000083ac,トオル,88
000086aa,face,1205,902,1283,960,000083ac,トオル,88
000086ab,face,1117,139,1601,251,000083b0,白樹美陽,88
000086ac,body,599,761,1042,1167,000083ac,トオル,88
000086ad,frame,891,588,1437,1167,,,88
000086ae,body,906,767,1206,1169,000083ac,トオル,88
000086af,body,1038,362,1365,704,000083ac,トオル,88
000086b0,body,1114,0,1604,300,000083b0,白樹美陽,88
000086b1,frame,661,4,1621,302,,,88
000086b2,face,1423,1028,1563,1106,000083ac,トオル,88
000086b3,body,949,11,1170,300,000083ac,トオル,88
000086b4,frame,1212,674,1616,1168,,,88
000086b5,face,912,349,1060,414,000083b0,白樹美陽,88
000086b6,face,910,829,988,891,000083ac,トオル,88
000086b7,body,690,20,1595,719,000083b0,白樹美陽,88
000086b8,frame,28,0,836,1169,,,88
000086b9,frame,669,543,1266,1164,,,88
