id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
00076b27,face,1171,884,1305,1025,00076b03,火浦春彦,2
00076b28,body,1522,1070,1587,1142,00076b09,other,2
00076b29,face,1026,492,1525,923,00076b2a,布藤半蔵,2
00076b2b,face,1418,1018,1527,1104,00076b2c,横島透,2
00076b2d,body,937,1073,994,1134,00076b2e,北川剛,2
00076b2f,face,1536,1098,1572,1131,00076b09,other,2
00076b30,face,1036,1053,1103,1120,00076b09,other,2
00076b31,body,486,261,1596,1167,00076b2a,布藤半蔵,2
00076b32,frame,937,904,1588,1133,,,2
00076b33,face,994,1095,1030,1127,00076b34,盛安忍,2
00076b35,body,1073,765,1390,1135,00076b03,火浦春彦,2
00076b36,body,1304,843,1481,1134,00076b19,桂谷徹也,2
00076b37,face,407,236,605,485,00076b10,羅本斗志郎,2
00076b38,face,942,1094,984,1127,00076b2e,北川剛,2
00076b39,face,1369,901,1444,1003,00076b19,桂谷徹也,2
00076b3a,body,1402,953,1571,1141,00076b2c,横島透,2
00076b3b,body,965,978,1054,1131,00076b3c,高城公雄,2
00076b3d,body,981,1072,1037,1130,00076b34,盛安忍,2
00076b3e,face,974,1009,1021,1070,00076b3c,高城公雄,2
00076b3f,body,1004,997,1121,1129,00076b09,other,2
00076b40,body,59,8,1298,1165,00076b10,羅本斗志郎,2
00076b41,frame,56,0,1595,1168,,,2
