id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
000502cf,face,1221,637,1316,728,0005025a,Other,4
000502d0,face,475,388,557,468,0005025c,ramen,4
000502d1,face,410,683,477,757,0005025a,Other,4
000502d2,body,370,379,566,536,0005025c,ramen,4
000502d3,body,247,877,445,1167,00050250,おでん,4
000502d4,body,1185,205,1597,564,00050255,少年1,4
000502d5,body,63,373,343,625,0005027d,少年4,4
000502d6,face,855,594,1079,803,0005024e,暗殺者,4
000502d7,face,943,374,1062,468,0005025a,Other,4
000502d8,body,1478,527,1653,783,0005025a,Other,4
000502d9,face,542,486,747,726,0005024e,暗殺者,4
000502da,body,886,1,1195,270,0005025a,Other,4
000502db,face,1334,24,1511,206,00050253,少年3,4
000502dc,body,928,306,1162,486,0005025a,Other,4
000502dd,face,165,170,262,275,0005025a,Other,4
000502de,face,201,456,322,581,0005027d,少年4,4
000502df,body,358,567,544,821,0005025a,Other,4
000502e0,frame,845,0,1653,1167,,,4
000502e1,face,201,702,287,784,0005025a,Other,4
000502e2,body,130,658,307,849,0005025a,Other,4
000502e3,body,679,539,1115,1158,0005024e,暗殺者,4
000502e4,face,464,885,546,966,00050269,O次郎,4
000502e5,face,487,199,577,295,0005025a,Other,4
000502e6,face,1088,772,1199,910,0005024e,暗殺者,4
000502e7,face,988,870,1158,1068,0005024e,暗殺者,4
000502e8,body,530,480,955,1169,0005024e,暗殺者,4
000502e9,face,338,931,433,1017,00050250,おでん,4
000502ea,face,1206,337,1362,467,00050255,少年1,4
000502eb,body,355,877,565,1169,00050269,O次郎,4
000502ec,frame,0,0,814,1169,,,4
000502ed,face,1502,566,1604,669,0005025a,Other,4
000502ee,face,931,134,1047,237,0005025a,Other,4
000502ef,body,1313,1,1651,213,00050253,少年3,4
000502f0,body,0,0,290,289,0005025a,Other,4
000502f1,body,332,74,622,337,0005025a,Other,4
000502f2,body,1172,600,1414,828,0005025a,Other,4
