id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0007b4bc,frame,4,709,331,1169,,,82
0007b4bd,face,104,481,286,696,0007b451,小泉正平,82
0007b4be,body,68,739,181,934,0007a833,鳥羽大和,82
0007b4bf,body,1054,686,1231,1111,0007b451,小泉正平,82
0007b4c0,face,1079,802,1127,862,0007b451,小泉正平,82
0007b4c1,frame,90,0,426,421,,,82
0007b4c2,body,63,435,328,695,0007b451,小泉正平,82
0007b4c3,face,519,98,587,163,0007a833,鳥羽大和,82
0007b4c4,body,436,0,724,415,0007a833,鳥羽大和,82
0007b4c5,body,132,81,425,420,0007a833,鳥羽大和,82
0007b4c6,frame,890,577,1233,1112,,,82
0007b4c7,body,1256,70,1473,482,0007a833,鳥羽大和,82
0007b4c8,frame,1101,563,1652,1169,,,82
0007b4c9,frame,0,435,332,706,,,82
0007b4ca,body,395,402,764,1169,0007b451,小泉正平,82
0007b4cb,frame,430,0,766,418,,,82
0007b4cc,face,499,557,602,681,0007b451,小泉正平,82
0007b4cd,face,1494,610,1557,670,0007b451,小泉正平,82
0007b4ce,body,1172,564,1653,1169,0007b451,小泉正平,82
0007b4cf,face,1413,103,1456,143,0007a833,鳥羽大和,82
0007b4d0,frame,893,0,1653,566,,,82
0007b4d1,face,157,96,225,161,0007a833,鳥羽大和,82
0007b4d2,frame,338,430,766,1169,,,82
