id,type,xmin,ymin,xmax,ymax,character_id,character_name,page_number
0007af66,face,233,359,379,538,0007a833,鳥羽大和,49
0007af67,body,10,2,354,333,0007a833,鳥羽大和,49
0007af68,body,899,549,1088,845,0007a833,鳥羽大和,49
0007af69,frame,0,0,393,332,,,49
0007af6a,face,471,668,564,756,0007a833,鳥羽大和,49
0007af6b,body,1228,341,1650,1169,0007a833,鳥羽大和,49
0007af6c,face,1411,476,1570,648,0007a833,鳥羽大和,49
0007af6d,frame,395,93,764,589,,,49
0007af6e,frame,883,72,1130,359,,,49
0007af6f,frame,1225,372,1653,1169,,,49
0007af70,frame,88,334,389,586,,,49
0007af71,body,253,607,675,1169,0007a833,鳥羽大和,49
0007af72,frame,883,372,1222,1099,,,49
0007af73,frame,1337,70,1559,358,,,49
0007af74,frame,1127,72,1330,359,,,49
0007af75,face,109,40,182,136,0007a833,鳥羽大和,49
0007af76,body,124,334,384,587,0007a833,鳥羽大和,49
0007af77,frame,0,596,767,1166,,,49
0007af78,face,1000,582,1030,612,0007a833,鳥羽大和,49
